player1 clans,player1 is_winner,player1 lvl1_played,player1 lvl2_played,player1 lvl3_played,player1 cards_drawn,player1 cards_captured,player1 cards_destroyed,player1 cards_sacrificed,player1 cards_shifted,player1 force_of_will,player1 activation_tokens,player1 clan_most_played,player1 clan_most_played_last_5_turns,player1 is_first_player,player2 clans,player2 is_winner,player2 lvl1_played,player2 lvl2_played,player2 lvl3_played,player2 cards_drawn,player2 cards_captured,player2 cards_destroyed,player2 cards_sacrificed,player2 cards_shifted,player2 force_of_will,player2 activation_tokens,player2 clan_most_played,player2 clan_most_played_last_5_turns,player2 is_first_player,id,average_rank,creation_time,creation_time_month,creation_time_day,creation_time_year,Abunakkashii,duration_min,clan_passive_1,clan_passive_2,victory_condition,nb_of_rounds,clans_selected_1,clans_selected_2,clans_selected_3,clans_selected_4,clans_selected_5,clans_selected_6,clans_banned_1
["Galmi" "Xi'an" "Goan-Sul"],true,18,14,4,44,5,5,15,7,0,3,Galmi,Goan-Sul,false,["Abhilasha" "Narashima" "Tomorrow"],false,24,15,3,62,7,2,14,15,4,2,Abhilasha,Abhilasha,true,476348147,325,Created 02/17/2024 at 16:32,2,17,2024,true,1413,Phoenix,Abunakkashii,Controlling 2 Supremacy tokens,3,Abhilasha,Galmi,Xi'an,Narashima,Tomorrow,Goan-Sul,Justice
["Abhilasha" "Galmi" "Tomorrow"],true,11,7,3,31,9,0,5,4,0,2,Galmi,Abhilasha,true,["Justice" "Xi'an" "Abunakkashii"],false,11,9,1,35,4,1,2,6,0,2,Xi'an,Justice,false,471362417,325,Created 02/05/2024 at 18:00,2,5,2024,true,50,Goan-Sul,Phoenix,Controlling 2 Supremacy tokens,2,Abhilasha,Justice,Xi'an,Galmi,Tomorrow,Abunakkashii,Narashima
["Abhilasha" "Narashima" "Tomorrow"],true,16,10,6,49,8,1,5,10,5,2,Abhilasha,Abhilasha,true,["Xi'an" "Galmi" "Goan-Sul"],false,12,9,6,45,1,3,5,6,0,3,Galmi,Goan-Sul,false,493641679,325,Created 03/30/2024 at 13:52,3,30,2024,false,572,Justice,Phoenix,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Galmi,Narashima,Tomorrow,Goan-Sul,Abunakkashii
["Abhilasha" "Narashima" "Tomorrow"],true,14,10,6,45,7,1,6,9,6,4,Abhilasha,Abhilasha,true,["Xi'an" "Galmi" "Goan-Sul"],false,14,9,1,30,1,0,8,5,0,2,Xi'an,Galmi,false,485948931,324,Created 03/11/2024 at 17:16,3,11,2024,false,39,Justice,Phoenix,Controlling 15 cards face up,2,Abhilasha,Xi'an,Galmi,Narashima,Tomorrow,Goan-Sul,Abunakkashii
["Abhilasha" "Narashima" "Tomorrow"],true,9,10,4,35,7,0,3,4,1,5,Abhilasha,Abhilasha,true,["Xi'an" "Galmi" "Phoenix"],false,12,7,6,31,0,0,6,5,0,2,Galmi,Xi'an,false,493263298,324,Created 03/29/2024 at 15:10,3,29,2024,true,33,Justice,Abunakkashii,Unlocking 5 Activation tokens,2,Abhilasha,Xi'an,Galmi,Narashima,Tomorrow,Phoenix,Goan-Sul
["Galmi" "Tomorrow" "Narashima"],true,10,11,4,52,2,0,8,4,0,5,Tomorrow,Tomorrow,true,["Abhilasha" "Xi'an" "Justice"],false,15,6,3,33,8,0,5,6,0,2,Justice,Abhilasha,false,498500475,324,Created yesterday at 12:38,true,40,Goan-Sul,Phoenix,Unlocking 5 Activation tokens,2,Galmi,Abhilasha,Xi'an,Tomorrow,Narashima,Justice,Abunakkashii
["Tomorrow" "Goan-Sul" "Narashima"],true,13,7,6,46,0,0,6,7,0,5,Narashima,Tomorrow,true,["Abhilasha" "Xi'an" "Phoenix"],false,18,13,5,35,6,4,7,18,1,3,Phoenix,Phoenix,false,500563469,324,Created yesterday at 13:56,true,1127,Justice,Abunakkashii,Unlocking 5 Activation tokens,2,Tomorrow,Abhilasha,Xi'an,Goan-Sul,Narashima,Phoenix,Galmi
["Abhilasha" "Goan-Sul" "Tomorrow"],true,7,5,3,31,1,8,0,3,0,3,Abhilasha,Tomorrow,true,["Galmi" "Narashima" "Phoenix"],false,10,5,1,23,0,0,0,2,0,2,Narashima,Narashima,false,500914791,324,Created today at 09:33,true,39,Abunakkashii,Justice,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Galmi,Narashima,Goan-Sul,Tomorrow,Phoenix,Xi'an
["Galmi" "Tomorrow" "Narashima"],true,12,5,0,32,0,0,6,3,0,2,Narashima,Narashima,true,["Abhilasha" "Phoenix" "Goan-Sul"],false,11,2,1,20,3,0,5,0,0,2,Goan-Sul,Phoenix,false,480420709,324,Created 02/27/2024 at 09:06,2,27,2024,true,1762,Justice,Abunakkashii,Controlling 2 Supremacy tokens,2,Galmi,Abhilasha,Phoenix,Tomorrow,Narashima,Goan-Sul,Xi'an
["Tomorrow" "Galmi" "Goan-Sul"],true,9,16,5,58,4,5,7,9,0,5,Tomorrow,Tomorrow,false,["Abhilasha" "Xi'an" "Narashima"],false,11,12,5,39,4,3,8,6,2,2,Narashima,Narashima,true,492108280,324,Created 03/26/2024 at 18:07,3,26,2024,true,43,Abunakkashii,Justice,Unlocking 5 Activation tokens,2,Abhilasha,Tomorrow,Galmi,Xi'an,Narashima,Goan-Sul,Phoenix
["Galmi" "Xi'an" "Justice"],true,10,9,5,34,3,0,6,6,2,2,Xi'an,Xi'an,false,["Abhilasha" "Narashima" "Tomorrow"],false,12,8,6,50,5,1,8,7,1,4,Tomorrow,Tomorrow,true,490747358,323,Created 03/23/2024 at 13:00,3,23,2024,false,1858,Goan-Sul,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),2,Abhilasha,Galmi,Xi'an,Narashima,Tomorrow,Justice,Abunakkashii
["Xi'an" "Galmi" "Goan-Sul"],true,6,7,3,22,0,3,4,2,0,3,Galmi,Xi'an,false,["Abhilasha" "Tomorrow" "Narashima"],false,10,7,1,30,1,0,3,0,1,2,Narashima,Tomorrow,true,480941032,323,Created 02/28/2024 at 14:53,2,28,2024,true,1587,Justice,Abunakkashii,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Galmi,Tomorrow,Narashima,Goan-Sul,Phoenix
["Abhilasha" "Narashima" "Goan-Sul"],true,13,5,3,25,0,11,7,6,1,2,Goan-Sul,Abhilasha,true,["Xi'an" "Tomorrow" "Justice"],false,11,4,2,29,1,1,2,3,0,2,Xi'an,Xi'an,false,493631362,323,Created 03/30/2024 at 12:57,3,30,2024,true,26,Abunakkashii,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),2,Abhilasha,Xi'an,Tomorrow,Narashima,Goan-Sul,Justice,Galmi
["Abhilasha" "Phoenix" "Narashima"],true,14,20,8,48,6,0,13,13,2,4,Abhilasha,Phoenix,true,["Galmi" "Tomorrow" "Goan-Sul"],false,17,12,4,45,5,1,11,11,0,3,Goan-Sul,Tomorrow,false,477551878,323,Created 02/20/2024 at 13:02,2,20,2024,true,75,Justice,Abunakkashii,Controlling 15 cards face up,3,Abhilasha,Galmi,Tomorrow,Phoenix,Narashima,Goan-Sul,Xi'an
["Abhilasha" "Xi'an" "Goan-Sul"],true,14,11,6,38,5,5,5,8,0,2,Xi'an,Xi'an,false,["Galmi" "Tomorrow" "Phoenix"],false,16,12,6,43,0,0,5,9,0,4,Phoenix,Phoenix,true,486206928,323,Created 03/12/2024 at 09:06,3,12,2024,true,96,Abunakkashii,Justice,Controlling 15 cards face up,2,Galmi,Abhilasha,Xi'an,Tomorrow,Phoenix,Goan-Sul,Narashima
["Galmi" "Xi'an" "Narashima"],true,8,10,2,19,0,1,6,3,0,2,Xi'an,Xi'an,false,["Abhilasha" "Phoenix" "Tomorrow"],false,9,6,1,29,0,0,5,3,0,2,Phoenix,Phoenix,true,497334222,323,Created 04/08/2024 at 16:40,4,8,2024,true,1342,Abunakkashii,Justice,Controlling 2 Supremacy tokens,2,Abhilasha,Galmi,Xi'an,Phoenix,Tomorrow,Narashima,Goan-Sul
["Abhilasha" "Xi'an" "Tomorrow"],true,17,11,4,46,14,2,9,7,0,5,Abhilasha,Abhilasha,true,["Narashima" "Galmi" "Goan-Sul"],false,17,12,5,39,3,2,9,9,0,2,Galmi,Narashima,false,491666841,323,Created 03/25/2024 at 17:02,3,25,2024,false,5169,Justice,Phoenix,Unlocking 5 Activation tokens,3,Abhilasha,Narashima,Galmi,Xi'an,Tomorrow,Goan-Sul,Abunakkashii
["Xi'an" "Galmi" "Goan-Sul"],true,10,8,4,30,3,5,10,2,0,2,Goan-Sul,Goan-Sul,false,["Abhilasha" "Tomorrow" "Narashima"],false,12,7,3,34,2,0,7,3,2,4,Narashima,Narashima,true,486186061,323,Created 03/12/2024 at 06:47,3,12,2024,false,28,Phoenix,Justice,Winning a Great Battle by more than 10 points (Goan-Sul),2,Abhilasha,Xi'an,Galmi,Tomorrow,Narashima,Goan-Sul,Abunakkashii
["Xi'an" "Tomorrow" "Phoenix"],true,9,10,6,33,4,0,0,8,0,4,Phoenix,Tomorrow,false,["Abhilasha" "Narashima" "Goan-Sul"],false,15,6,5,24,6,2,0,11,1,4,Abhilasha,Abhilasha,true,493641541,323,Created 03/30/2024 at 13:26,3,30,2024,true,44,Abunakkashii,Justice,Controlling 15 cards face up,1,Abhilasha,Xi'an,Tomorrow,Narashima,Goan-Sul,Phoenix,Galmi
["Abhilasha" "Narashima" "Justice"],true,14,16,4,50,6,1,6,14,1,3,Abhilasha,Abhilasha,true,["Xi'an" "Tomorrow" "Goan-Sul"],false,13,7,4,42,7,2,8,6,0,2,Xi'an,Tomorrow,false,498473050,323,Created 2 hours ago,true,60,Phoenix,Abunakkashii,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Tomorrow,Narashima,Justice,Goan-Sul,Galmi
["Abhilasha" "Tomorrow" "Goan-Sul"],true,9,5,2,24,6,5,5,2,0,3,Goan-Sul,Goan-Sul,true,["Xi'an" "Galmi" "Justice"],false,9,6,2,21,3,1,2,2,0,2,Justice,Justice,false,491104517,323,Created 03/24/2024 at 09:54,3,24,2024,true,25,Narashima,Abunakkashii,Conceded,2,Abhilasha,Xi'an,Galmi,Tomorrow,Goan-Sul,Justice,Phoenix
["Abhilasha" "Justice" "Goan-Sul"],true,6,3,1,15,3,0,1,2,1,2,Justice,Justice,true,["Galmi" "Xi'an" "Tomorrow"],false,4,2,0,9,0,0,1,2,0,2,Xi'an,Galmi,false,483009068,323,Created 03/04/2024 at 14:50,3,4,2024,true,511,Phoenix,Narashima,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Galmi,Xi'an,Justice,Goan-Sul,Tomorrow,Abunakkashii
["Xi'an" "Narashima" "Tomorrow"],true,14,13,6,55,7,0,14,4,0,4,Xi'an,Xi'an,false,["Galmi" "Goan-Sul" "Justice"],false,13,9,2,26,5,0,9,4,0,3,Galmi,Goan-Sul,true,491538728,323,Created 03/25/2024 at 10:31,3,25,2024,true,300,Phoenix,Abunakkashii,Controlling 2 Supremacy tokens,2,Galmi,Xi'an,Narashima,Goan-Sul,Justice,Tomorrow,Abhilasha
["Galmi" "Goan-Sul" "Xi'an"],true,8,6,5,30,2,9,2,2,0,4,Xi'an,Goan-Sul,false,["Tomorrow" "Narashima" "Abunakkashii"],false,16,6,3,43,0,1,5,3,0,2,Narashima,Abunakkashii,true,480727158,323,Created 02/27/2024 at 23:52,2,27,2024,true,47,Phoenix,Justice,Winning a Great Battle by more than 10 points (Goan-Sul),2,Tomorrow,Galmi,Goan-Sul,Narashima,Abunakkashii,Xi'an,Abhilasha
["Abhilasha" "Xi'an" "Tomorrow"],true,8,8,1,24,5,0,5,4,1,3,Abhilasha,Abhilasha,true,["Narashima" "Goan-Sul" "Justice"],false,7,3,1,16,1,0,2,1,0,2,Narashima,Narashima,false,493373874,323,Created 03/29/2024 at 20:00,3,29,2024,true,2333,Abunakkashii,Phoenix,Controlling 2 Supremacy tokens,2,Abhilasha,Narashima,Goan-Sul,Xi'an,Tomorrow,Justice,Galmi
["Xi'an" "Abhilasha" "Goan-Sul"],true,6,3,2,20,1,0,6,1,0,5,Xi'an,Xi'an,false,["Galmi" "Narashima" "Tomorrow"],false,7,5,3,36,1,0,8,1,0,3,Narashima,Tomorrow,true,481969855,322,Created 03/01/2024 at 23:51,3,1,2024,true,22,Justice,Phoenix,Unlocking 5 Activation tokens,2,Galmi,Xi'an,Abhilasha,Narashima,Tomorrow,Goan-Sul,Abunakkashii
["Abhilasha" "Narashima" "Tomorrow"],true,10,7,6,31,3,1,2,6,1,5,Abhilasha,Abhilasha,true,["Xi'an" "Galmi" "Justice"],false,12,6,3,29,3,0,0,7,0,2,Xi'an,Xi'an,false,486281647,322,Created 03/12/2024 at 14:05,3,12,2024,false,34,Phoenix,Goan-Sul,Unlocking 5 Activation tokens,1,Abhilasha,Xi'an,Galmi,Narashima,Tomorrow,Justice,Abunakkashii
["Abhilasha" "Xi'an" "Narashima"],true,5,5,0,15,5,0,0,0,0,2,Abhilasha,Narashima,true,["Tomorrow" "Abunakkashii" "Phoenix"],false,6,2,0,21,1,0,0,1,0,2,Phoenix,Tomorrow,false,470489985,322,Created 02/03/2024 at 16:28,2,3,2024,true,19,Goan-Sul,Justice,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Tomorrow,Abunakkashii,Xi'an,Narashima,Phoenix,Galmi
["Galmi" "Xi'an" "Phoenix"],true,8,5,3,20,0,0,0,3,0,5,Phoenix,Phoenix,false,["Abhilasha" "Narashima" "Tomorrow"],false,6,5,3,23,2,0,0,1,1,4,Narashima,Narashima,true,497930742,322,Created yesterday at 01:03,false,955,Justice,Goan-Sul,Unlocking 5 Activation tokens,1,Abhilasha,Galmi,Xi'an,Narashima,Tomorrow,Phoenix,Abunakkashii
["Galmi" "Goan-Sul" "Xi'an"],true,11,10,5,40,3,6,1,9,0,2,Xi'an,Xi'an,true,["Abhilasha" "Narashima" "Tomorrow"],false,18,4,4,32,4,1,1,4,0,3,Narashima,Tomorrow,false,492050052,322,Created 03/26/2024 at 15:52,3,26,2024,false,48,Justice,Phoenix,Controlling 15 cards face up,1,Galmi,Abhilasha,Narashima,Goan-Sul,Xi'an,Tomorrow,Abunakkashii
["Abhilasha" "Narashima" "Tomorrow"],true,13,8,6,41,4,1,8,6,5,5,Abhilasha,Abhilasha,true,["Xi'an" "Galmi" "Goan-Sul"],false,12,7,4,27,0,0,8,4,0,3,Xi'an,Goan-Sul,false,475136198,322,Created 02/14/2024 at 18:19,2,14,2024,true,44,Abunakkashii,Justice,Unlocking 5 Activation tokens,2,Abhilasha,Xi'an,Galmi,Narashima,Tomorrow,Goan-Sul,Phoenix
["Abhilasha" "Narashima" "Phoenix"],true,21,6,5,37,4,1,6,11,0,5,Phoenix,Narashima,false,["Galmi" "Tomorrow" "Goan-Sul"],false,11,8,4,48,1,3,6,6,0,4,Tomorrow,Tomorrow,true,498688375,322,Created yesterday at 21:16,true,63,Justice,Abunakkashii,Unlocking 5 Activation tokens,2,Galmi,Abhilasha,Narashima,Tomorrow,Goan-Sul,Phoenix,Xi'an
["Galmi" "Narashima" "Goan-Sul"],true,5,5,3,18,1,4,4,0,0,3,Goan-Sul,Narashima,false,["Abhilasha" "Tomorrow" "Phoenix"],false,11,5,0,31,2,0,3,3,1,2,Phoenix,Phoenix,true,481277209,322,Created 02/29/2024 at 10:29,2,29,2024,true,26,Justice,Abunakkashii,Conceded,2,Abhilasha,Galmi,Narashima,Tomorrow,Phoenix,Goan-Sul,Xi'an
["Xi'an" "Narashima" "Phoenix"],true,9,7,3,23,1,1,0,2,0,5,Phoenix,Phoenix,false,["Galmi" "Goan-Sul" "Tomorrow"],false,8,6,2,30,2,4,0,3,0,2,Tomorrow,Galmi,true,483846958,322,Created 03/06/2024 at 15:19,3,6,2024,true,23,Abunakkashii,Justice,Unlocking 5 Activation tokens,1,Galmi,Xi'an,Narashima,Goan-Sul,Tomorrow,Phoenix,Abhilasha
["Xi'an" "Tomorrow" "Narashima"],true,9,4,3,31,0,0,0,1,0,3,Tomorrow,Tomorrow,true,["Abhilasha" "Galmi" "Justice"],false,5,4,1,12,3,0,0,0,0,2,Galmi,Galmi,false,489106260,322,Created 03/19/2024 at 10:56,3,19,2024,true,28,Goan-Sul,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),1,Xi'an,Abhilasha,Galmi,Tomorrow,Narashima,Justice,Abunakkashii
["Xi'an" "Galmi" "Tomorrow"],true,10,8,4,22,1,1,3,3,0,2,Xi'an,Tomorrow,false,["Abhilasha" "Goan-Sul" "Phoenix"],false,10,5,2,22,5,3,4,2,0,2,Phoenix,Goan-Sul,true,486659141,321,Created 03/13/2024 at 11:27,3,13,2024,false,7092,Narashima,Justice,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Galmi,Goan-Sul,Phoenix,Tomorrow,Abunakkashii
["Abhilasha" "Xi'an" "Phoenix"],true,12,8,7,30,2,0,7,3,2,5,Phoenix,Phoenix,false,["Galmi" "Narashima" "Goan-Sul"],false,12,6,2,23,0,2,4,1,0,2,Galmi,Narashima,true,487902420,321,Created 03/16/2024 at 13:13,3,16,2024,true,39,Justice,Abunakkashii,Unlocking 5 Activation tokens,2,Galmi,Abhilasha,Xi'an,Narashima,Goan-Sul,Phoenix,Tomorrow
["Galmi" "Tomorrow" "Narashima"],true,9,2,0,23,2,0,2,1,0,2,Galmi,Tomorrow,true,["Xi'an" "Goan-Sul" "Justice"],false,8,2,0,21,1,5,2,4,1,2,Justice,Justice,false,477674972,321,Created 02/20/2024 at 18:30,2,20,2024,true,222,Phoenix,Abunakkashii,Controlling 2 Supremacy tokens,2,Galmi,Xi'an,Goan-Sul,Tomorrow,Narashima,Justice,Abhilasha
["Abhilasha" "Tomorrow" "Narashima"],true,15,12,3,49,8,0,8,6,6,2,Abhilasha,Narashima,true,["Galmi" "Xi'an" "Goan-Sul"],true,11,12,5,42,7,4,12,5,0,2,Goan-Sul,Goan-Sul,false,487993187,321,Created 03/16/2024 at 17:53,3,16,2024,true,58,Phoenix,Justice,Controlling 2 Supremacy tokens,3,Abhilasha,Galmi,Xi'an,Tomorrow,Narashima,Goan-Sul,Abunakkashii
["Galmi" "Xi'an" "Goan-Sul"],true,5,3,1,14,0,2,5,0,0,3,Goan-Sul,Goan-Sul,false,["Abhilasha" "Narashima" "Tomorrow"],false,4,1,0,14,0,0,2,0,0,2,Narashima,Narashima,true,488294970,321,Created 03/17/2024 at 12:36,3,17,2024,true,7,Abunakkashii,Phoenix,Conceded,2,Abhilasha,Galmi,Xi'an,Narashima,Tomorrow,Goan-Sul,Justice
["Abhilasha" "Xi'an" "Tomorrow"],true,9,5,3,23,1,2,4,0,2,3,Xi'an,Abhilasha,true,["Goan-Sul" "Galmi" "Justice"],false,8,4,0,18,0,0,1,1,0,2,Galmi,Goan-Sul,false,483324534,321,Created 03/05/2024 at 08:35,3,5,2024,false,1426,Narashima,Phoenix,Controlling 2 Supremacy tokens,2,Abhilasha,Goan-Sul,Galmi,Xi'an,Tomorrow,Justice,Abunakkashii
["Galmi" "Narashima" "Tomorrow"],true,6,8,3,23,1,0,7,1,0,5,Narashima,Tomorrow,true,["Xi'an" "Abhilasha" "Phoenix"],false,4,6,4,22,5,0,4,1,1,2,Phoenix,Abhilasha,false,498281296,321,Created 04/10/2024 at 21:38,4,10,2024,true,1125,Justice,Goan-Sul,Unlocking 5 Activation tokens,2,Galmi,Xi'an,Abhilasha,Narashima,Tomorrow,Phoenix,Abunakkashii
["Xi'an" "Galmi" "Justice"],true,6,3,2,14,1,0,0,1,0,2,Galmi,Galmi,false,["Abhilasha" "Tomorrow" "Narashima"],false,4,3,1,16,0,0,0,1,0,2,Tomorrow,Tomorrow,true,489820591,320,Created 03/21/2024 at 03:02,3,21,2024,false,3216,Goan-Sul,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Xi'an,Galmi,Tomorrow,Narashima,Justice,Abunakkashii
["Abhilasha" "Galmi" "Narashima"],true,16,12,2,36,11,0,6,9,4,2,Abhilasha,Abhilasha,false,["Xi'an" "Phoenix" "Goan-Sul"],false,12,12,5,53,2,3,6,8,0,3,Xi'an,Phoenix,true,491837758,320,Created 03/26/2024 at 00:54,3,26,2024,true,56,Tomorrow,Justice,Controlling 2 Supremacy tokens,2,Xi'an,Abhilasha,Galmi,Phoenix,Goan-Sul,Narashima,Abunakkashii
["Abhilasha" "Galmi" "Tomorrow"],true,5,2,2,20,4,0,0,1,0,2,Abhilasha,Abhilasha,true,["Xi'an" "Narashima" "Justice"],false,5,3,0,10,0,0,0,0,0,2,Justice,Xi'an,false,492556571,320,Created 03/27/2024 at 20:00,3,27,2024,false,22,Goan-Sul,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Xi'an,Narashima,Galmi,Tomorrow,Justice,Abunakkashii
["Abhilasha" "Galmi" "Narashima"],true,5,5,2,19,0,0,4,2,0,2,Galmi,Galmi,true,["Xi'an" "Goan-Sul" "Phoenix"],false,5,2,0,22,2,0,2,1,0,2,Goan-Sul,Xi'an,false,491835343,320,Created 03/26/2024 at 00:35,3,26,2024,true,17,Abunakkashii,Tomorrow,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Goan-Sul,Galmi,Narashima,Phoenix,Justice
["Xi'an" "Galmi" "Goan-Sul"],true,11,6,3,31,3,2,11,1,0,5,Goan-Sul,Xi'an,false,["Abhilasha" "Narashima" "Justice"],false,13,7,4,33,4,0,10,3,1,2,Justice,Narashima,true,499412497,320,Created today at 17:38,true,33,Abunakkashii,Phoenix,Unlocking 5 Activation tokens,3,Abhilasha,Xi'an,Galmi,Narashima,Justice,Goan-Sul,Tomorrow
["Xi'an" "Narashima" "Tomorrow"],true,14,8,6,41,3,0,6,10,0,5,Xi'an,Tomorrow,false,["Abhilasha" "Justice" "Phoenix"],false,11,7,4,33,3,0,6,3,2,2,Phoenix,Phoenix,true,499428899,320,Created today at 18:12,true,37,Goan-Sul,Abunakkashii,Unlocking 5 Activation tokens,2,Abhilasha,Xi'an,Narashima,Justice,Phoenix,Tomorrow,Galmi
["Galmi" "Xi'an" "Tomorrow"],true,11,8,5,41,1,1,6,2,0,5,Tomorrow,Tomorrow,false,["Abhilasha" "Narashima" "Goan-Sul"],false,10,11,3,39,7,4,5,4,2,2,Abhilasha,Abhilasha,true,489375301,320,Created 03/19/2024 at 23:47,3,19,2024,false,30,Phoenix,Justice,Unlocking 5 Activation tokens,2,Abhilasha,Galmi,Xi'an,Narashima,Goan-Sul,Tomorrow,Abunakkashii
["Xi'an" "Goan-Sul" "Abunakkashii"],true,7,3,1,9,1,1,2,0,0,2,Goan-Sul,Xi'an,true,["Narashima" "Galmi" "Tomorrow"],false,6,2,0,10,0,1,2,1,0,2,Narashima,Narashima,false,493370184,319,Created 03/29/2024 at 20:00,3,29,2024,true,1146,Phoenix,Justice,Winning a Great Battle by more than 10 points (Goan-Sul),1,Xi'an,Narashima,Galmi,Goan-Sul,Abunakkashii,Tomorrow,Abhilasha
["Xi'an" "Galmi" "Goan-Sul"],true,12,9,3,28,1,2,14,5,0,3,Xi'an,Goan-Sul,false,["Abhilasha" "Tomorrow" "Narashima"],false,15,8,3,39,1,0,12,5,4,2,Narashima,Tomorrow,true,495040102,319,Created 04/02/2024 at 22:45,4,2,2024,true,2885,Abunakkashii,Justice,Controlling 2 Supremacy tokens,3,Abhilasha,Xi'an,Galmi,Tomorrow,Narashima,Goan-Sul,Phoenix
["Xi'an" "Goan-Sul" "Tomorrow"],true,10,4,4,29,6,2,3,3,0,3,Tomorrow,Goan-Sul,true,["Galmi" "Narashima" "Phoenix"],false,12,3,0,18,0,0,3,5,0,2,Phoenix,Phoenix,false,469407410,319,Created 01/31/2024 at 23:46,1,31,2024,true,1044,Justice,Abunakkashii,Controlling 2 Supremacy tokens,2,Xi'an,Galmi,Narashima,Goan-Sul,Tomorrow,Phoenix,Abhilasha
["Abhilasha" "Xi'an" "Narashima"],true,7,8,4,21,2,0,3,0,5,2,Narashima,Narashima,true,["Goan-Sul" "Galmi" "Justice"],false,10,5,2,19,0,2,4,1,0,2,Goan-Sul,Galmi,false,494000268,319,Created 03/31/2024 at 12:47,3,31,2024,true,27,Abunakkashii,Phoenix,Controlling 2 Supremacy tokens,2,Abhilasha,Goan-Sul,Galmi,Xi'an,Narashima,Justice,Tomorrow
["Galmi" "Xi'an" "Phoenix"],true,7,6,3,19,1,0,0,3,0,2,Xi'an,Xi'an,false,["Abhilasha" "Narashima" "Justice"],false,6,6,2,16,5,0,0,4,0,2,Justice,Justice,true,495090431,318,Created 04/03/2024 at 01:25,4,3,2024,true,154,Goan-Sul,Tomorrow,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Galmi,Xi'an,Narashima,Justice,Phoenix,Abunakkashii
["Galmi" "Tomorrow" "Goan-Sul"],true,13,10,7,48,2,0,9,6,0,5,Galmi,Tomorrow,false,["Abhilasha" "Xi'an" "Narashima"],false,15,14,4,51,7,1,7,11,1,2,Xi'an,Xi'an,true,489349357,318,Created 03/19/2024 at 22:40,3,19,2024,false,51,Phoenix,Justice,Unlocking 5 Activation tokens,2,Abhilasha,Galmi,Tomorrow,Xi'an,Narashima,Goan-Sul,Abunakkashii
["Xi'an" "Galmi" "Narashima"],true,6,4,1,15,0,0,5,0,0,2,Galmi,Galmi,false,["Abhilasha" "Justice" "Phoenix"],false,8,1,1,24,0,0,4,0,0,2,Phoenix,Phoenix,true,478754723,318,Created 02/23/2024 at 08:48,2,23,2024,true,19,Tomorrow,Abunakkashii,Conceded,2,Abhilasha,Xi'an,Galmi,Justice,Phoenix,Narashima,Goan-Sul
["Galmi" "Xi'an" "Narashima"],true,8,6,3,23,3,0,5,1,0,3,Galmi,Xi'an,false,["Abhilasha" "Tomorrow" "Goan-Sul"],false,9,3,1,19,5,0,3,1,0,2,Abhilasha,Goan-Sul,true,489688400,318,Created 03/20/2024 at 19:36,3,20,2024,false,1206,Phoenix,Justice,Controlling 2 Supremacy tokens,2,Abhilasha,Galmi,Xi'an,Tomorrow,Goan-Sul,Narashima,Abunakkashii
["Abhilasha" "Tomorrow" "Phoenix"],true,9,10,7,39,3,0,6,4,1,3,Phoenix,Abhilasha,true,["Galmi" "Narashima" "Justice"],false,11,7,3,32,1,0,4,3,0,2,Justice,Justice,false,497719736,318,Created yesterday at 15:43,true,34,Abunakkashii,Goan-Sul,Controlling 15 cards face up,2,Abhilasha,Galmi,Narashima,Tomorrow,Phoenix,Justice,Xi'an
["Galmi" "Narashima" "Goan-Sul"],true,8,7,1,31,1,1,5,2,0,2,Galmi,Galmi,true,["Tomorrow" "Xi'an" "Abunakkashii"],false,7,2,1,29,1,0,3,1,0,2,Tomorrow,Tomorrow,false,477508233,318,Created 02/20/2024 at 09:24,2,20,2024,true,38,Justice,Phoenix,Controlling 2 Supremacy tokens,2,Galmi,Tomorrow,Xi'an,Narashima,Goan-Sul,Abunakkashii,Abhilasha
["Abhilasha" "Narashima" "Tomorrow"],true,7,7,3,17,6,0,0,4,0,2,Abhilasha,Abhilasha,true,["Galmi" "Xi'an" "Phoenix"],false,7,8,2,19,1,0,1,3,0,4,Phoenix,Phoenix,false,489338932,318,Created 03/19/2024 at 22:02,3,19,2024,false,31,Goan-Sul,Justice,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Galmi,Xi'an,Narashima,Tomorrow,Phoenix,Abunakkashii
